EquableClassID,Plan_FullName,Group,Years of Service,Annual Rate,Wage Inflation
3010130,Arizona Corrections Officers Retirement Plan,All Members,21,0.0398,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,22,0.0396,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,23,0.0394,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,24,0.0392,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,25,0.039,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,26,0.0386,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,27,0.0382,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,28,0.0378,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,29,0.0374,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,30,0.037,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,31,0.0366,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,32,0.0362,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,33,0.0358,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,34,0.0354,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,35,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,36,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,37,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,38,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,39,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,40,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,41,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,42,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,43,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,44,0.035,0.035
3010130,Arizona Corrections Officers Retirement Plan,All Members,45,0.035,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,1,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,2,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,3,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,4,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,5,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,6,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,7,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,8,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,9,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,10,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,11,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,12,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,13,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,14,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,15,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,16,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,17,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,18,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,19,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,20,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,21,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,22,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,23,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,24,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,25,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,26,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,27,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,28,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,29,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,30,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,31,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,32,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,33,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,34,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,35,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,36,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,37,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,38,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,39,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,40,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,41,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,42,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,43,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,44,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,45,0.0375,0.035
3020130,Arizona Elected Officials Retirement Plan,All Members,0,0.0375,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,1,0.06912,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,2,0.06684,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,3,0.06456,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,4,0.06228,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,5,0.06,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,6,0.05754,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,7,0.05508,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,8,0.05262,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,9,0.05016,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,10,0.0477,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,11,0.04596,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,12,0.04422,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,13,0.04248,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,14,0.04074,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,15,0.039,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,16,0.03828,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,17,0.03756,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,18,0.03684,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,19,0.03612,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,20,0.0354,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,21,0.03532,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,22,0.03524,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,23,0.03516,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,24,0.03508,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,25,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,26,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,27,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,28,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,29,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,30,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,31,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,32,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,33,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,34,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,35,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,36,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,37,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,38,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,39,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,40,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,41,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,42,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,43,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,44,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,45,0.035,0.035
3030103,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,0,0.0714,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,1,0.06912,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,2,0.06684,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,3,0.06456,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,4,0.06228,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,5,0.06,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,6,0.05754,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,7,0.05508,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,8,0.05262,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,9,0.05016,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,10,0.0477,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,11,0.04596,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,12,0.04422,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,13,0.04248,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,14,0.04074,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,15,0.039,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,16,0.03828,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,17,0.03756,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,18,0.03684,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,19,0.03612,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,20,0.0354,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,21,0.03532,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,22,0.03524,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,23,0.03516,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,24,0.03508,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,25,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,26,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,27,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,28,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,29,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,30,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,31,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,32,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,33,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,34,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,35,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,36,0.035,0.035
3030130,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Maricopa County Police,37,0.035,0.035
