EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
12010300,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,state and local police and firefighters,"State Police and Firefighters, Local Police and Firefighters",ERSHI Police & Fire,"hired on or after July 1, 2012",FAS,"Fixed 1.5%, simple",0,Fixed,0.015,Automatic,0,,No,0,,,0.02,0,0,0,
13010100,Idaho,Idaho Public Employees Retirement System,Public Employee Retirement System of Idaho,state and local general employees,"State General Employees, Local General Employees",PERSI General,"hired on or after July 1 , 2019",FAS,"Automatic 1.0% increase if CPI has increased by at least that amount, but can also be increased up to 6% to match CPI at the board's discretion. AV also lists the potential for a negative COLA.",0,Linked to inflation,0.01,Automatic,0,,Yes,0,,,,1,0,0,
13010200,Idaho,Idaho Public Employees Retirement System,Public Employee Retirement System of Idaho,public school teachers,Public School Teachers,PERSI Teachers,"hired on or after July 1 , 2019",FAS,"Automatic 1.0% increase if CPI has increased by at least that amount, but can also be increased up to 6% to match CPI at the board's discretion. AV also lists the potential for a negative COLA.",0,Linked to inflation,0.01,Automatic,0,,Yes,0,,,,1,0,0,
13010300,Idaho,Idaho Public Employees Retirement System,Public Employee Retirement System of Idaho,state and local police and firefighters,"State Police and Firefighters, Local Police and Firefighters",PERSI Police & Fire,"hired on or after July 1 , 2019",FAS,"Automatic 1.0% increase if CPI has increased by at least that amount, but can also be increased up to 6% to match CPI at the board's discretion. AV also lists the potential for a negative COLA.",0,Linked to inflation,0.01,Automatic,0,,Yes,0,,,,1,0,0,
14010102,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,local general employees,Local General Employees,IL MRF Regular Tier 2 ,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,0,0,0,
14010202,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,local police,Local Police,IL MRF Sheriffs Tier 2 ,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,0,0,0,
14010302,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,local elected officials,Local Elected Officials,IL MRF ECO Tier 2 ,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,0,0,0,
14020102,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,state general employees,State General Employees,IL SERS General Tier 2,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
14020202,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,state public safety employees,State Public Safety Employees,IL SERS Public Safety Tier 2 (SSA Covered),"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
14020203,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,state public safety employees,State Public Safety Employees,IL SERS Public Safety Tier 2 (Not SSA Covered),"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,No,0,,,,1,0,0,
14030100,Illinois,Illinois State University Retirement System,Illinois State University Retirement System,higher education faculty and non-instructional employees,"Higher Education Faculty, Non-Instructional",IL SURS ,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,No,0,,,,1,0,0,
14040102,Illinois,Illinois Teachers Retirement System,Illinois State Teachers' Retirement System,public school teachers,Public School Teachers,IL TRS Tier 2,"hired on or after January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,No,0,,,,1,0,0,
14050102,Illinois,Judges' Retirement System of Illinois,Judges' Retirement System of Illinois,judges,Judges,IL JRS,"hired on or After January 1, 2011",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,No,0,,,,1,0,0,
15010100,Indiana,Indiana Public Retirement System,Indiana 1977 Police Officers' and Firefighters' Pension and Disability Fund,state and local police and firefighters,"State Police and Firefighters, Local Police and Firefighters",IN 1977 Police & Fire,"hired on or after May 1, 1977",FAS,"Fixed 2%, compounded",1,Fixed,0.02,Automatic,0,,Yes,0,,,,0,0,0,
15020130,Indiana,Indiana Public Retirement System,Indiana My Choice: Retirement Savings Plan,state general employees,State General Employees,IN PERF DC State,"hired on or after July 1, 2013",DC,,,,,,0,DC Plan Has No Risk,Yes,2,15020190,1,,0,0,0,0
15020190,Indiana,Indiana Public Retirement System,Indiana Public Employees Retirement Fund,state general employees,State General Employees,IN PERF Hybrid State,hired after 1955,Hybrid,"Fixed 0.6%, compounded for anyone retiring after 2039",1,Fixed,0.006,Automatic,1,Hybrid Plan,Yes,1,15020130,1,,0,0,0,
15020230,Indiana,Indiana Public Retirement System,Indiana My Choice: Retirement Savings Plan,local general employees,Local General Employees,IN PERF DC Local,"hired on or after July 1, 2016",DC,,,,,,0,DC Plan Has No Risk,Yes,2,15020290,1,,0,0,0,0
15020290,Indiana,Indiana Public Retirement System,Indiana Public Employees Retirement Fund,local general employees,Local General Employees,IN PERF Hybrid Local,hired after 1955,Hybrid,"Fixed 0.6%, compounded for anyone retiring after 2039",1,Fixed,0.006,Automatic,1,Hybrid Plan,Yes,1,15020230,1,,0,0,0,
15030130,Indiana,Indiana Public Retirement System,Indiana My Choice: Retirement Savings Plan,public school teachers,Public School Teachers,IN TRF DC,"hired on or after July 1, 2019",DC,,,,,,0,DC Plan Has No Risk,Yes,2,15030190,1,,0,0,0,0
15030190,Indiana,Indiana Public Retirement System,Indiana State Teachers Retirement Fund - Hybrid Plan,public school teachers,Public School Teachers,IN TRF Hybrid,"hired on or after July 1, 2019",Hybrid,"Fixed 0.6%, compounded for anyone retiring after 2039",1,Fixed,0.006,Automatic,1,Hybrid Plan,Yes,1,15030130,1,,0,0,0,
16010100,Iowa,Iowa Municipal Fire and Police Retirement System,Iowa Municipal Fire and Police Retirement System,local police and firefighters,Local Police and Firefighters,IA MFPRS,hired after 1990,FAS,"Fixed 1.5%, compounded",1,Fixed,0.015,Automatic,0,,No,0,,,,0,0,0,
16020100,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,state and local general employees,"State General Employees, Local General Employees",IPERS General,"hired on or after July 1, 2012",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
16020200,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,state and local general employees,"State General Employees, Local General Employees",IPERS Other Misc,"hired on or after July 1, 2012",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
16020300,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,public school teachers,Public School Teachers,IPERS Teachers,"hired on or after July 1, 2012",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
16020400,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,state police,State Police,IPERS Sheriffs,"hired on or after July 1, 2012",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
16020500,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,state firefighters,State Firefighters,IPERS Protection,"hired on or after July 1, 2012",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
17010160,Kansas,Kansas Public Employees Retirement System,Kansas PERS Cash Balance Plan - State Employees,state general employees,State General Employees,KS PERS State,"hired on or after January 1, 2015",GR,No COLA,0,No COLA,0,Ad Hoc,1,Return Upside Share,Yes,0,,,0.053125,0,0,0,
17010260,Kansas,Kansas Public Employees Retirement System,Kansas PERS Cash Balance Plan - School Employees,public school teachers,Public School Teachers,KS PERS Schools,"hired on or after January 1, 2015",GR,No COLA,0,No COLA,0,Ad Hoc,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
17010360,Kansas,Kansas Public Employees Retirement System,Kansas PERS Cash Balance Plan - Local Employees,local general employees,Local General Employees,KS PERS Local,"hired on or after January 1, 2015",GR,No COLA,0,No COLA,0,Ad Hoc,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
17020100,Kansas,Kansas Police and Firefighter's Retirement System,Kansas Police and Firefighter's Retirement System,state and local police and firefighters,"State Police and Firefighters, Local Police and Firefighters",KS PFRS,"hired on or after July 1, 1989",FAS,No COLA,0,No COLA,0,Ad Hoc,0,,No,0,,,0.04,0,0,0,
17030100,Kansas,Kansas Public Employees Retirement System - Defined Benefit Plan,Kansas Retirement System for Judges,judges,Judges,KS JRS,"hired on or after July 1, 1987",FAS,No COLA,0,No COLA,0,No provision,0,,Yes,0,,,,0,0,0,
18010163,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Hazardous,local public safety employees,Local Public Safety Employees,KY CERS Hazardous Tier 3,"hired on or after January 1, 2014",GR,No COLA,0,No COLA,0,No provision,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
18010263,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Non-Hazardous,local general employees,Local General Employees,KY CERS Non-Hazardous Tier 3,"hired on or after January 1, 2014",GR,No COLA,0,No COLA,0,No provision,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
18020163,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Hazardous,state public safety employees,State Public Safety Employees,KY ERS Hazardous Tier 3,"hired on or after January 1, 2014",GR,No COLA,0,No COLA,0,No provision,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
18020263,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Non-Hazardous,state general employees,State General Employees,KY ERS Non-Hazardous Tier 3,"hired on or after January 1, 2014",GR,No COLA,0,No COLA,0,No provision,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
18030163,Kentucky,Kentucky State Police Retirement System,Kentucky State Police Retirement System,state police,State Police,KY SPRS Tier 3,"hired on or after January 1, 2014",GR,No COLA,0,No COLA,0,No provision,1,Return Upside Share,Yes,0,,,0.04,0,0,0,
18040100,Kentucky,Kentucky Teachers Retirement System,Kentucky Teachers' Retirement System,public school teachers,Public School Teachers,KY TRS K-12,"hired on or after July 1, 2008",FAS,"Fixed 1.5%, simple",0,Fixed,0.015,Automatic,0,,No,0,,,,0,0,0,
18040200,Kentucky,Kentucky Teachers Retirement System,Kentucky Teachers' Retirement System,higher education faculty and non-instructional employees,"Higher Education Faculty, Non-Instructional",KY TRS Higher-Ed,"hired on or after July 1, 2008",FAS,"Fixed 1.5%, simple",0,Fixed,0.015,Automatic,0,,No,0,,,,0,0,0,
19010100,Louisiana,Louisiana Parochial Employees’ Retirement System,Louisiana State Parochial Employees Retirement System,local general employees,Local General Employees,LA Parochial Plan A,"hired on or after January 1, 2007",FAS,"Fixed 2%, simple if plan is above 90% funded",0,Linked to funded status,0.02,Ad Hoc,1,Auto-Adjusted COLA Pegged to Funded Status,No,0,,,,0,0,0,
19010200,Louisiana,Louisiana Parochial Employees’ Retirement System,Louisiana State Parochial Employees Retirement System,local general employees,Local General Employees,LA Parochial Plan B,"hired on or after January 1, 2007",FAS,"Fixed 2%, simple if plan is above 90% funded",0,Linked to funded status,0.02,Ad Hoc,1,Auto-Adjusted COLA Pegged to Funded Status,No,0,,,,0,0,0,
19020100,Louisiana,Louisiana School Employees' Retirement System,Louisiana School Employees' Retirement System,public school non-instructional employees,Public School Non-Instructional,LA Schools,"hired on or after July 1, 2015",FAS,"Up to 2%, simple if plan is less than 80% funded",0,Linked to inflation and funded status,0.015,Automatic,1,Auto-Adjusted COLA Pegged to Funded Status,No,0,,,,0,0,0,
19040100,Louisiana,Louisiana State Employees Retirement System,Louisiana State Employees' Retirement System,state general employees,State General Employees,LASERS Regular,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19040200,Louisiana,Louisiana State Employees Retirement System,Louisiana State Employees' Retirement System,judges,Judges,LASERS Judges,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19040300,Louisiana,Louisiana State Employees Retirement System,Louisiana State Employees' Retirement System,state public safety employees,State Public Safety Employees,LASERS Public Safety,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19050100,Louisiana,Louisiana State Police Retirement System,Louisiana State Police Retirement System,state police,State Police,LA SPRS,"hired on or after January 1, 2011",FAS,"Up to 2%, simple if plan is less than 80% funded",0,Linked to inflation and funded status,0.015,Automatic,1,Auto-Adjusted COLA Pegged to Funded Status,No,0,,,,0,0,0,
19060100,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS K-12 Teachers Plan,public school teachers,Public School Teachers,TRSL Teachers,"hired on or after January 1, 2011",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19060200,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS Higher-Ed Plan,higher education faculty and non-instructional employees,"Higher Education Faculty, Non-Instructional",TRSL Higher-Ed,"hired on or after January 1, 2011",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19060300,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS Lunch Plan A,public school non-instructional employees,Public School Non-Instructional,TRSL Lunch Plan A,"hired on or after January 1, 2011",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19060400,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS Lunch Plan B,public school non-instructional employees,Public School Non-Instructional,TRSL Lunch Plan B,"hired on or after January 1, 2011",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,1,0,0,
19070100,Louisiana,Municipal Police Employees' Reitrement System,Louisiana Municipal Police,local police,Local Police,LA Muni Police,"hired on or after January 1, 2013",FAS,Ad hoc amount,0,Ad hoc,0,Ad hoc,0,,No,0,,,,0,0,0,
20010101,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,local general employees,Local General Employees,ME PERS Local Regular Plan AC,"hired on or after October 1, 1994",FAS,"Up to 2.5%, simple",0,Linked to inflation,0.01875,Automatic,1,Auto-Adjusted COLA Pegged to Invesment Returns,Mixed,0,,,,1,0,0,
