EquableClassID,State,Retirement System Name,Plan_FullName,Mortality_Category,Class_Name,Plan Type ,ARR,DiscRate,Inflation,FAS_EECont1,FAS_EECont1_YOS,FAS_EECont2,FAS_EECont2_YOS,FAS_Vest,FAS_EMCont,FAS Retirement Eligibility: Normal (Age/Years of Service),FAS_Retire25,FAS_Retire40,FAS_Years,FAS_Multiplier1,FAS_Multiplier1_YOS,FAS_Multiplier2,FAS_Multiplier2_YOS,FAS_Multiplier3,FAS_Multiplier3_YOS,FAS_Multiplier4,FAS_Multiplier4_YOS,FAS_Multiplier5,FAS_Multiplier5_YOS,FAS_Additive_Multipliers,FAS_CompoundCOLA,FAS_COLARate,FAS_CreditingRate,SSA_Enroll,DCGR_EECont,DCGR_EECont1_YOS,DCGR_ERCont1,DCGR_ERCont1_YOS,DCGR_ERCont2,DCGR_ERCont2_YOS,DCGR_ERCont3,DCGR_ERCont3_YOS,DCGR_ERCont4,DCGR_ERCont4_YOS,DCGR_FullVest,DCGR_GradeVest,DCGR_Grade1,DCGR_Grade1_YOS,DCGR_Grade2,DCGR_Grade2_YOS,DCGR_Grade3,DCGR_Grade3_YOS,DCGR_Grade4,DCGR_Grade4_YOS,DCGR_Grade5,DCGR_Grade5_YOS,DCGR_Grade6,DCGR_Grade6_YOS,DCGR_Grade7,DCGR_Grade7_YOS,DCGR_Grade8,DCGR_Grade8_YOS,DCGR_Grade9,DCGR_Grade9_YOS,DCGR_Grade10,DCGR_Grade10_YOS,GR_CreditingRate,FAS_Max_Pensionable_Salary,FAS_Replacement_Cap
43020190,Tennessee,Tennessee Consolidated Retirement System,Tennessee Teacher Retirement Plan,Teachers,TN TRP Hybrid,Hybrid,0.0725,0.0725,0.0250,0.05000,99,,,5,0.0194,65/5 or sum to 90,58,65,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0500,Yes,0.0200,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,80000,0.9
44010161,Texas,Texas County & District Retirement System,Texas County & District Retirement System,General,TX CDRS General High Credit,GR,0.0800,0.0800,0.0275,,,,,,,60/5; Age + YOS = 75; any/20,45,60,,,,,,,,,,,,,,,,Mixed,0.0700,99,0.1750,99,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,0.0700,,
44010162,Texas,Texas County & District Retirement System,Texas County & District Retirement System,General,TX CDRS General Low Credit,GR,0.0800,0.0800,0.0275,,,,,,,60/10; Age + YOS = 80,53,60,,,,,,,,,,,,,,,,Mixed,0.0400,99,0.0400,99,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,0.0700,,
44010261,Texas,Texas County & District Retirement System,Texas County & District Retirement System,Public Safety,TX CDRS Police & Fire High Credit,GR,0.0800,0.0800,0.0275,,,,,,,60/5; Age + YOS = 75; any/20,45,60,,,,,,,,,,,,,,,,Mixed,0.0700,99,0.1750,99,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,0.0700,,
44010262,Texas,Texas County & District Retirement System,Texas County & District Retirement System,Public Safety,TX CDRS Police & Fire Low Credit,GR,0.0800,0.0800,0.0275,,,,,,,60/10; Age + YOS = 80,53,60,,,,,,,,,,,,,,,,Mixed,0.0400,99,0.0400,99,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,0.0700,,
44020100,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,General,TX ERS General,FAS,0.0750,0.0750,0.0250,0.06500,99,,,10,0.0436,65/10; 60/10 and age + YOS = 80,60,60,5,0.02300,99,,,,,,,,,0,0,0.0000,0.0200,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
44020200,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,General,TX ERS Legislators,FAS,0.0750,0.0750,0.0250,0.06500,99,,,8,0.0436,60/8; 50/12,50,60,5,0.02300,99,,,,,,,,,0,0,0.0000,0.0200,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
44020300,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,General,TX ERS Elected Officials,FAS,0.0750,0.0750,0.0250,0.06500,99,,,8,0.0436,60/8; 50/12,50,60,5,0.02300,99,,,,,,,,,0,0,0.0000,0.0200,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
44020400,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund - Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Public Safety,TX ERS LECOS,FAS,0.0750,0.0750,0.0250,0.07000,99,,,10,0.0159,57/20,57,60,5,0.02300,21,0.0280,99,,,,,,,1,0,0.0000,0.0200,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
44030161,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,General,TX MRS General High Credit,GR,0.0675,0.0675,0.0250,,,,,,,60/5; Any/20,45,60,,,,,,,,,,,,,0,0.0000,,Mixed,0.0700,99,0.1750,99,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,0.0500,,
44030162,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,General,TX MRS General Low Credit,GR,0.0675,0.0675,0.0250,,,,,,,60/10; Any/25,50,60,,,,,,,,,,,,,0,0.0000,,Mixed,0.0500,99,0.0500,99,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,0.0500,,
44030261,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,Public Safety,TX MRS Police & Fire High Credit,GR,0.0675,0.0675,0.0250,,,,,,,60/5; Any/20,45,60,,,,,,,,,,,,,0,0.0000,,Mixed,0.0700,99,0.1750,99,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,0.0500,,
44030262,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,Public Safety,TX MRS Police & Fire Low Credit,GR,0.0675,0.0675,0.0250,,,,,,,60/10; Any/25,50,60,,,,,,,,,,,,,0,0.0000,,Mixed,0.0500,99,0.0500,99,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,0.0500,,
44040100,Texas,Texas Teachers Retirement System,Texas Teachers Retirement System,Teachers,TX TRS,FAS,0.0725,0.0725,0.0230,0.06400,99,,,5,0.0388,65/5; 60/5 and age + YOS = 80,53,60,5,0.02300,99,,,,,,,,,0,0,0.0000,0.0200,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
45010132,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Defined Contribution Plan,General,UT State Tier 2 DC,DC,0.0695,0.0695,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,
45010192,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Hybrid Retirement System,General,UT State Tier 2 Hybrid,Hybrid,0.0695,0.0695,0.0250,0.00000,99,,,4,0.0876,65/4; Any/35,60,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0695,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,230000,99
45010232,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Defined Contribution Plan,General,UT Local Tier 2 DC,DC,0.0695,0.0695,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,
45010292,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Hybrid Retirement System,General,UT Local Tier 2 Hybrid,Hybrid,0.0695,0.0695,0.0250,0.00000,99,,,4,0.0876,65/4; Any/35,60,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0695,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,230000,99
45010332,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Defined Contribution Plan,Teachers,UT Teacher Tier 2 DC,DC,0.0695,0.0695,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,
45010392,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System - Tier 2 Hybrid Retirement System,Teachers,UT Teacher Tier 2 Hybrid,Hybrid,0.0695,0.0695,0.0250,0.00000,99,,,4,0.0876,65/4; Any/35,60,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0695,Yes,0.0000,99,0.1000,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,230000,99
45010432,Utah,Utah Retirement System,Utah Public Safety and Firefighter Contributory Retirement System - Tier 2 Defined Contribution Plan,Public Safety,UT Public Safety Tier 2 DC,DC,0.0695,0.0695,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0000,99,0.1400,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,
45010492,Utah,Utah Retirement System,Utah Public Safety and Firefighter Contributory Retirement System - Tier 2 Hybrid Retirement System,Public Safety,UT Public Safety Tier 2 Hybrid,Hybrid,0.0695,0.0695,0.0250,0.00000,99,,,4,0.1123,65/4; Any/25,50,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0695,Mixed,0.0000,99,0.1200,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,230000,99
45010532,Utah,Utah Retirement System,Utah Public Safety and Firefighter Contributory Retirement System - Tier 2 Defined Contribution Plan,Public Safety,UT Fire Tier 2 DC,DC,0.0695,0.0695,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0000,99,0.1400,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,
45010592,Utah,Utah Retirement System,Utah Public Safety and Firefighter Contributory Retirement System - Tier 2 Hybrid Retirement System,Public Safety,UT Fire Tier 2 Hybrid,Hybrid,0.0695,0.0695,0.0250,0.00000,99,,,4,0.1123,65/4; Any/25,50,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0695,Mixed,0.0000,99,0.1200,99,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,230000,99
46010100,Vermont,Vermont Municipal Employees' Retirement System,Vermont Municipal Employees' Retirement System,General,VT MERS Group A,FAS,0.0750,0.0750,0.0250,0.02750,99,,,5,0.04817,65/5 or 55/35,60,65,5,0.01400,99,,,,,,,,,0,0,0.0150,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.6
46010200,Vermont,Vermont Municipal Employees' Retirement System,Vermont Municipal Employees' Retirement System,General,VT MERS Group B,FAS,0.0750,0.0750,0.0250,0.05125,99,,,5,0.04817,62/5 or 55/30,55,62,3,0.01700,99,,,,,,,,,0,0,0.0223,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.6
46010300,Vermont,Vermont Municipal Employees' Retirement System,Vermont Municipal Employees' Retirement System,General,VT MERS Group C,FAS,0.0750,0.0750,0.0250,0.10250,99,,,5,0.04817,55/5,55,55,3,0.02500,99,,,,,,,,,0,0,0.0223,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.5
46010400,Vermont,Vermont Municipal Employees' Retirement System,Vermont Municipal Employees' Retirement System,General,VT MERS Group D,FAS,0.0750,0.0750,0.0250,0.11600,99,,,5,0.04817,55/5,55,55,2,0.02500,99,,,,,,,,,0,0,0.0223,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.5
46020100,Vermont,Vermont State Employees’ Retirement System,Vermont State Employees' Retirement System,General,VT SERS General,FAS,0.0750,0.0750,0.0250,0.06650,99,,,5,0.0301,65/5; Age + YOS = 87,56,65,3,0.01670,99,,,,,,,,,0,1,0.0375,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.6
46020200,Vermont,Vermont State Employees’ Retirement System,Vermont State Employees' Retirement System,Public Safety,VT SERS Public Safety,FAS,0.0750,0.0750,0.0250,0.08530,99,,,5,0.0301,55/any; 50/20,50,55,2,0.02500,99,,,,,,,,,0,1,0.0375,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.6
46030100,Vermont,Vermont State Teachers' Retirement System,Vermont State Teachers' Retirement System,Teachers,VT STRS,FAS,0.0750,0.0750,0.0250,0.05000,99,,,5,0.0123,65/any; Age + YOS = 90,58,65,3,0.01670,99,,,,,,,,,0,1,0.0375,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.6
47010190,Virginia,Virginia Retirement System,Virginia Judicial Retirement System - Hybrid Plan,General,VA JRS,Hybrid,0.0675,0.0675,0.0250,0.04000,99,,,5,0.23,65/5,65,65,5,0.01000,99,,,,,,,,,0,0,0.0225,0.0400,Yes,0.0400,99,0.0100,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,0.78
47010200,Virginia,Virginia Retirement System,Virginia Law Officers’ Retirement System,Public Safety,VA LORS,FAS,0.0675,0.0675,0.0250,0.05000,99,,,5,0.1007,60/5; 50/25,50,60,5,0.01700,99,,,,,,,,,0,0,0.0225,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
47010390,Virginia,Virginia Retirement System,Virginia State Employee Division - Hybrid Plan,General,VA RS General Hybrid,Hybrid,0.0675,0.0675,0.0250,0.04000,99,,,5,0.0461,Social Security Normal Retirement Age/5,67,67,5,0.01000,99,,,,,,,,,0,0,0.0225,0.0400,Yes,0.0400,99,0.0100,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,99
47010400,Virginia,Virginia Retirement System,Virginia State Police Officers’ Retirement System,Public Safety,VA SPORS,FAS,0.0675,0.0675,0.0250,0.05000,99,,,5,0.1178,60/5; 50/25,50,60,5,0.01850,99,,,,,,,,,0,0,0.0225,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
47010590,Virginia,Virginia Retirement System,Virginia Teachers Division - Hybrid Plan,Teachers,VA RS Teachers Hybrid,Hybrid,0.0675,0.0675,0.0250,0.04000,99,,,5,0.0596,Social Security Normal Retirement Age/5,67,67,5,0.01000,99,,,,,,,,,0,0,0.0225,0.0400,Yes,0.0400,99,0.0100,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,99
48010102,Washington,Washington Law Enforcement Officers’ and Firefighters Retirement System,Washington Law Enforcement Officers’ and Firefighters Retirement System - Plan 2,Public Safety,WA LEOFF Plan 2,FAS,0.0740,0.0740,0.0275,0.08460,99,,,5,0.0316,53/5,53,53,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
48020102,Washington,Washington Public Employees’ Retirement System,Washington Public Employees’ Retirement System - Plan 2,General,WA PERS Plan 2,FAS,0.0750,0.0740,0.0275,0.06360,99,,,5,0.0845,65/5,65,65,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
48020293,Washington,Washington Public Employees’ Retirement System,Washington Public Employees’ Retirement System - Plan 3,General,WA PERS Hybrid Plan 3,Hybrid,0.0750,0.0740,0.0275,0.00000,99,,,10,0.0845,65/10; 65/5 with 1+ YOS after age 44,65,65,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,0.0500,99,0.0000,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,99
48030102,Washington,Washington Public Safety Employees' Retirement System,Washington Public Safety Employees' Retirement System Plan 2,Public Safety,WA PSERS Plan 2,FAS,0.0750,0.0740,0.0275,0.06500,99,,,5,0.065,65/5 or 60/10,60,60,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
48040102,Washington,Washington School Employees' Retirement System,Washington School Employees' Retirement System - Plan 2,Teachers,WA SERS Pension Plan 2,FAS,0.0750,0.0740,0.0275,0.07760,99,,,5,0.0946,65/5(Plan 2); 65/10 (Plan 3),65,65,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
48040293,Washington,Washington School Employees' Retirement System,Washington School Employees' Retirement System - Plan 3,Teachers,WA SERS Hybrid Plan 3,Hybrid,0.0750,0.0740,0.0275,0.00000,99,,,10,0.0946,65/10,65,65,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,0.0500,99,0.0000,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,99
48050112,Washington,Washington State Patrol Retirement System,Washington State Patrol Retirement System Plan 2,Public Safety,WA SPRS Plan 1 & 2,FAS,0.0750,0.0740,0.0275,0.06590,99,,,0,0.1857,Any/25; 55/Any,55,55,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.75
48060102,Washington,Washington Teachers' Retirement System,Washington Teachers' Retirement System - Plan 2,Teachers,WA TRS Pension Plan 2,FAS,0.0750,0.0740,0.0275,0.07770,99,,,5,0.0875,65/5,65,65,5,0.02000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
48060293,Washington,Washington Teachers' Retirement System,Washington Teachers' Retirement System - Plan 3,Teachers,WA TRS Hybrid Plan 3,Hybrid,0.0750,0.0740,0.0275,0.00000,99,,,10,0.0875,65/10; 65/5 with 1+ YOS after age 44,65,65,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0550,Yes,0.0500,99,0.0000,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,99
49010102,West Virginia,West Virginia Public Employees Retirement System,West Virginia Public Employees’ Retirement System,General,WV PERS State General Tier 2,FAS,0.0750,0.0750,0.0300,0.06000,99,,,10,0.0469,62/10,62,62,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
49010202,West Virginia,West Virginia Public Employees Retirement System,West Virginia Public Employees’ Retirement System,General,WV PERS Local General Tier 2,FAS,0.0750,0.0750,0.0300,0.06000,99,,,10,0.0469,62/10,62,62,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
49020102,West Virginia,West Virginia Teachers Retirement System,West Virginia Teachers’ Retirement System,Teachers,WV TRS Teachers Tier 2,FAS,0.0750,0.0750,0.0300,0.06000,99,,,10,0.0462,62/10; 57/20; 55/30,55,62,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
49020202,West Virginia,West Virginia Teachers Retirement System,West Virginia Teachers’ Retirement System,General,WV TRS General Tier 2,FAS,0.0750,0.0750,0.0300,0.06000,99,,,10,0.071,62/10; 57/20; 55/30,55,62,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
50010100,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,General,WI RS General,FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,65/Any; 57/30,57,65,3,0.01600,99,,,,,,,,,0,0,0.0240,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.7
50010200,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,General,WI RS Elected,FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,62/Any; 57/30,57,62,3,0.01600,99,,,,,,,,,0,0,0.0240,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.7
50010300,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,General,WI RS University,FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,65/Any; 57/30,57,65,3,0.01600,99,,,,,,,,,0,0,0.0240,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.7
50010400,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,Teachers,WI RS Teachers,FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,65/Any; 57/30,57,65,3,0.01600,99,,,,,,,,,0,0,0.0240,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.7
50010500,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,Public Safety,WI RS Safety (SSA Covered),FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,53/25; 54/5,53,64,3,0.02000,99,,,,,,,,,0,0,0.0240,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.65
50010600,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,Public Safety,WI RS Safety (Not SSA Covered),FAS,0.0700,0.0700,0.0250,0.06750,99,,,5,0.071,53/25; 54/5,53,54,3,0.02500,99,,,,,,,,,0,0,0.0240,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.85
51010100,Wyoming,Wyoming Retirement System,Wyoming Retirement System,Teachers,WY RS Teachers,FAS,0.0700,0.0700,0.0225,0.07000,99,,,4,0.02285,65/4; Age + YOS = 85,55,65,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
51010200,Wyoming,Wyoming Retirement System,Wyoming Retirement System,General,WY RS General,FAS,0.0700,0.0700,0.0225,0.07000,99,,,4,0.02285,65/4; Age + YOS = 85,55,65,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
